title,content,date
유안타 데일리 섹터 코멘트,"
 



 
 



 
유안타 데일리 섹터 코멘트 (2019.10.23)



● 반도체/전기전자 이재윤(02-3770-5727)
삼성전자, UAE 손잡고 양자컴퓨터에 5500만달러 투자
- 22일(현지시각) 로이터통신 등 외신에 따르면, 삼성카탈리스트펀드와 아랍에미리트 무바달라캐피탈이 미국 양자컴퓨터 스타트업 '이온큐(IonQ)'에 5500만 달러(약 645억원) 투자. 두 회사의 투자 비율을 공개되지 않아 삼성이 정확히 얼마를 투자했는지는 알 수 없음
- 삼성전자는 이온큐와 공동으로 양자컴퓨터용 칩을 개발할 것으로 예상. 양자컴퓨터 소프트웨어 전문기업에 투자한 직후여서 삼성전자가 본격적인 양자컴퓨터 개발 경쟁에 뛰어들었다는 관측 제기
- link: http://naver.me/Fs9OZiHV



'갤럭시 지문 로그인 비활성화' 中·英 금융권으로 확산
- 22일 중국 매일경제에 따르면, 중국은행은 갤럭시S10, 갤럭시노트10, 갤럭시탭S6 기기 모바일 뱅킹에서 지문 로그인 기능을 잠정적으로 비활성화. 대신 비밀번호를 사용해 잠금해제하도록 전환
- 회사측은 전면커버를 사용하시는 경우 일부 커버의 돌기패턴이 지문으로 인식되어 잠금이 풀리는 오류라고 설명. 지난 18일 갤럭시노트10·노트10 플러스와 갤럭시S10·S10플러스·S10 5G에 대해 지문인식 오류를 수정하는 소프트웨어 업데이트를 진행하겠다고 밝힘. 해당 업데이트는 이번주 안으로 진행될 예정
- link: http://naver.me/GdbogvOd



LG ‘듀얼 스크린’ 삼성 ‘갤폴드'...韓 프리미엄폰 日 공략
- LG전자는 일본 3위 통신사 소프트뱅크와 손잡고 오는 12월 일본 시장에 G8X 씽큐를 출시한다고 22일 밝힘. 일본에 프리미엄 스마트폰을 선보이는 건 2년 만. 소프트뱅크도 홈페이지를 통해 LG G8X 씽큐가 올해 12월 초 이후 발매된다고 공지
- 업계에선 LG전자가 듀얼 스크린을 앞세워 다시 일본 시장을 노크하는 것. V50 씽큐가 국내에서 60만대가량 팔리며 인기를 끈 만큼 일본 프리미엄폰 시장도 노려볼만하다고 판단
- link: http://naver.me/F8LW3znC






● 화학/정유 황규원(02-3770-5607)
(싱가폴 복합정제마진) 
- 2019년 3분기 6.5$, 9월 7.5$, 10월 22일 3.8$/배럴(과거 평균 5.8$, 전년 10월 5.2$, 손익분기점 4.5$)



(중국 석화제품 가격 동향, 10월 22일)
- 하락폭 大: PA △1.31%, PP △0.57%






● 철강/금속 이현수(02-3770-5718)
(스틸데일리) 동국제강 철근 1만5천 톤 추가 감산…10월만 5만 톤 감산
- 동국제강이 10월 생산 일정을 조정해 철근 추가 감산에 들어가. 이번 감산의 배경엔 수급불균형에 따른 철근 가격 하락이 있어
- 동국제강 관계자는 “철근 공급과잉이 지속돼 시장 가격이 계속 하락하고 있다. 5만 톤 감산을 결정한 건 그만큼 시장의 상황을 심각하게 보기 때문이다”라고 밝혀
- https://bit.ly/2JdNnP8



(철강금속신문) 한국철강, 단조사업부문 '영업정지' 결정
- 한국철강은 공시를 통해 2020년 5월 31일부로 단조사업부문의 영업을 정지할 예정이라고 밝혀. 영업정지 분야의 약 762억원 수준이며 지난해 매출총액 가운데 9.8%를 차지
- 회사 측은 이번 영업정지 사유로 “단조사업부문의 적자 지속에 따른 경영효율성 제고를 위함”이라며 “단조사업부문의 현 재고 소진 후 영업정지를 실시하고 단조공장 및 단강공장 생산을 중단한다”고 밝혀
- https://bit.ly/31C2M2c






● 건설/건자재 김기룡(02-3770-3521)
분양가상한제, 국무회의서 통과…강남ㆍ마용성 사정권
- 국토부 등에 따르면 22일 국무회의에서 민간택지 분양가상한제 시행을 위한 주택법 시행령 개정안이 통과, 이에 따라 대통령 재가를 거쳐 이르면 이달 말 관보 게재와 동시에 공포ㆍ시행이 가능해져
- 개정안은 분양가 상한제 적용 지역 요건을 ‘3개월간 주택가격 상승률이 물가 상승률의 2배 초과한 지역’ 등에서 ‘투기과열지구로 지정된 지역’으로 확대하는 게 주요 내용
- 국토부는 조만간 관계장관 협의와 주거정책심의위원회 등 필요한 절차를 거쳐 이르면 다음달 초 상한제 대상 지역을 선정·발표한다는 방침. 상한제 대상지역은 동 단위로 '핀셋 지정'되며 강남권과 '마용성'을 비롯한 비강남권 가운데 일부가 사정권에 든 것으로 전해져
- 홍남기 경제부총리 겸 기재부 장관은 긴급간부회의에서 ""시행령 개정안이 국무회의를 통과해 적용지역과 시기 등에 대해 관계부처와 충분한 협의가 이뤄지도록 철저히 준비해달라""고 주문
- link: https://bit.ly/2quwlpw



정부, 한남3구역 수주전에 칼 뺐다…""시공사 제안서 다수 위법 소지""
- 정부와 서울시는 과열로 치닫고 있는 서울 용산구 한남3구역 재개발 수주전에 특별점검을 실시하기로 결정하며 시공사 선정에 '변수'가 될지 주목
- 18일 마감한 시공사 입찰에 현대건설(디에이치 더 로얄), 대림산업(아크로 한남카운티), GS건설(한남자이 더 헤리티지) 등 3개사가 참여. 정부와 서울시는 입찰제안서에 제시한 이주비 대출, 조합원 및 일반분양 가격 등 파격적 조건에 대해 불법/위법 행위 여지를 판단할 예정
- 한남3구역 재개발은 올해 강북권 최대 규모의 수주사업으로 여겨지고 있는 사업지(공사 예정가 1.9조원/총 사업비 7조원), 한남3구역 조합은 시공사의 제안 내용을 보고, 오는 12월15일 조합원 총회를 통해 시공사를 선정할 예정
- link: https://bit.ly/2JcwLHJ



정부, ‘예타 면제’ 총 6조원대 도로공사 착수
- 22일, 국토부는 올해 초 국무회의 의결을 통해 예타 면제가 결정된 14개 고속도로·국도 건설사업을 신속히 추진하기 위해 연말부터 관련 설계에 착수할 예정이라고 밝혀
- 도로별 세부 사업비는 세종~청주 고속도로(9731억원), 부산신항~김해 고속도로(9788억원) 등 총 사업비만 6조원 규모로 추산 
- 국토부 도로국장은 “2028년까지 사업을 완료할 수 있도록 면밀한 사업계획 수립과 함께 적정 예산을 확보해 나가겠다”고 언급
- link: https://bit.ly/2qBY1sN






● 자동차 남정미(02-3770-5587)
정의선 부회장, 지금까지 변화는 빙산 일, 모빌리티 환경 빠르게 변해 조직문화 혁신·효율 당부
- 정의성 부회장, 임직원 미팅에서  '미래에는 자동차가 50%, 나머지 30%는 PAV(private air vehicle·하늘을 나는 차), 20%는 로보틱스가 될 것이라고 생각', '그 안에서 서비스를 주로 하는 회사로 변모할 것'라고 언급
- 과거 5년, 10년 정체되었다고 자평하며 ""그래서 좀 더 과감한 변화를 해야겠다고 생각하고, 모든 것이 업무 능력 창출을 위해 포커스를 맞춰야겠다""고 말함






● 인터넷/게임 이창영(02-3770-5596)
유튜브를 이겨라… 네이버·카카오·페북 체류시간 늘리기 경쟁
- 22일 와이즈앱에 따르면 지난 8월 기준 한국인이 오래 사용한 앱 1위는 유튜브가 총 460억분으로 압도적 1위를 차지했다. 2위는 카카오톡(220억분), 3위는 네이버(170억분), 페이스북은 45억분으로 그 뒤를 이었다. 주목할 점은 지난해와 비교해 유튜브, 카카오톡, 네이버, 페이스북 사용시간이 모두 늘어난 것이다. 유튜브 사용시간은 지난해보다 38%, 카카오톡은 11%, 네이버는 25%, 페이스북은 13% 증가했다.
- link: https://bit.ly/2pIwIg1






● 레저/미디어 박성호(02-3770-5657)
9월 출입국 데이터(KTO)
- 내국인 출국자 205만명(-8% YoY), 중국인 입국자 54만명(+25% YoY), 일본인 입국자 25만명(+1% YoY)
(Comment) 한국관광공사는 9월 방한 일본인 성장세 둔화 이유로 한일관계 악화를 들고 있음. 당사는 일본인의 방한감정 고조보단, 9월 한일 항공노선 운항편수 축소가 더 큰 원인일 것으로 추정



강원랜드 협력업체 근로자 34% 정규직 전환 합의(연합)
- 전환대상은 시설관리, 오폐수처리, 제설용수 처리, 승강기 설비 유지보수 등 시설 분야 7개 협력업체 311명



호텔신라, 남산 한옥호텔 심의통과(머니)
- 2020년 착공해 2025년 완공계획
- △지하 3층~지상 2층 높이 전통호텔 △지하 4층~지상 2층 높이 면세점을 비롯한 부대시설 △지하 8층 부설  주차장 등을 조성
(Comment) 시장이 기대했던 장충동 면세점 확장이 근시일 내로 안 될 수 있다는 의미



인터넷면세점, 올해 2배 성장 가시권(더벨)
- 올해 6월 말 기준 인터넷면세점 매출액은 3조3376억원 기록. 전년도 연간 매출액의 약 70% 수준



현대차, 美 마케팅 총괄에 이노션 출신 '안젤라 제페다' 선임(BrandBrief)
- 현대차 미국법인(HMA), 신임 최고마케팅책임자(CMO)로 안젤라 제페다 선임
- 신임 CMO는 이노션 미국법인에서 2016년부터 3년간 근무이력 보유



넷플릭스 영화에 빗장 푼 메가박스(연합)
- 메가박스, 멀티플렉스 3사 가운데  처음으로 넷플릭스 최신 영화 개봉 결정
- 메가박스가 개봉할 영화는 넷플릭스 영화 '더 킹 : 헨리 5세'. 넷플릭스 공개는 11월 1일, 메가박스 개봉은 10월 23일



넷플릭스, 여러 명과 비밀번호 공유하는 계정 단속에 나설 것(HYPEBEAST)
- 현재 등급에 따라 최대 4명이 동시 접속할 수 있도록 구독 서비스를 제공 중
- 넷플릭스는 3Q19 실적발표에서 여러명과 비밀번호를 공유해 사용하는 계정을 단속할 것이라 언급
- link: https://bit.ly/2oTLaBS



공정위, 내달 6일 유료방송 M&A 결론(이데일리)
- 11월 6일 SK브로드밴드-티브로드 합병 건에 대한 심의 진행. 같은 날 LG유플러스의 CJ헬로 인수건도 결론



안민석 의원, 방탄소년단 올해 입대설 제기→빅히트 강력 부인(엑스포츠)
- 민주당 안민석 의원, 10월 21일 국정감사에서 방탄소년단 1명의 연중 입대설 제기
- 빅히트는 올해 입대설이 사실이 아니라고 부인



미국 아기상어 공연 완판행진(조선)
- 2019년 10월초부터 북미 100개 도시 순회공연 '베이비샤크 라이브' 시작. 최근 공연 계속 매진 중
- 동 공연을 진행하는 유아 콘텐츠 스타트업 '스마트스터디'의 매출은 2014년 76억원 -> 2018년 400억원 -> 2019년 600억원으로 증가 예상
- link: https://bit.ly/2PeKUrT
(Comment) 상장사인 삼성출판사(시총 1605억원)는 스마트스터디의 지분 20.55%를 보유하고 있음. 삼성출판사의 주가는 동 보도가 나온 10월 22일 상한가 기록. 스마트스터디의 2018년 실적은 매출액 400억원, 영업이익 75억원, 순이익 66억원



슈퍼엠, 빌보드 200 11위..2주 연속 차트인(스타뉴스)



레드벨벳, 단독 콘서트 'La Rouge' 11월 23~24일 개최(TVReport)
- 11월 23~24일 고려대학교 화정체육관에서 진행






● 화장품/음식료 박은정(02-3770-5597)
제주도 외국인 일일 입도 현황 
- 2019년 10월 1일 ~ 21일 누적: 113,079명(yoy +24%, mom +8%)



중국 주요 항공사별 일일 여객 수송 현황(동방항공 포함 총 15개 중국 항공사, 여객/도착 인원)
- 2019년 10월 1일 ~ 22일 누적: 283,647명(yoy +7%, mom -1%)



(SBS) 트럼프 ""中과 무역협상 잘 진행""
- 트럼프 대통령은 2단계 협상 전망에 대해서 ""협상의 2단계 문제들은 여러 면에서 1단계보다 해결하기가 훨씬 더 쉬울 것""이라고 밝힘
- link: https://bit.ly/2JcVUlM



 (더벨) GS리테일, H&B '랄라블라' 매각설 '솔솔'
- 업계에 따르면 GS리테일은 올리브영 이외에 H&B사업을 영위하고 있는 기업을 중심으로 매수자를 찾고 있는 중
- GS리테일 관계자는 H&B 사업부문 매각설에 대해 ""금시초문으로 현재로서는 파악이 힘들다""고 전함
- link: https://bit.ly/2JfPsu3



(뷰티누리) 로레알, 클라란스 그룹 향수 부문 인수에 합의
- 로레알이 ‘뮈글러’(Mugler) 브랜드 및 ‘아자로’(Azzaro) 브랜드의 향수 부문을 클라란스 그룹으로부터 인수키로 합의했다고 공표
- 후속절차들이 마무리되면 로레알 측은 ‘뮈글러’, ‘티에리 뮈글러’(패션), ‘클라란스 향수 그룹(CFG), CGF 프랑스, CGF UK 및 향수 제조업체 코스메유롭(Cosmeurop) 등을 인수받을 예정
- link: https://bit.ly/2W4eDF3



(뷰티누리) KAOLA, 30개 넘는 글로벌 브랜드 계약 체결
- 지난9 월 초부터 KAOLA는 피앤지, 로레알(L' Oreal),존슨앤존슨을 포함해 30개가 넘는 국제 대형 브랜드와 집중적으로 계약을 체결 한 것으로 알려짐
- Tmall 수출입 사업부의 총괄 책임자는 Alibaba의 수입 사업은 Tmall International과 KAOLA의 '더블 브랜드'전략으로 업그레이드 될 것”이라고 밝힘 
- link: https://bit.ly/2W3E7Cq



(비즈한국) 1천억대 일감 몰아준 회사, 알고보니 한국콜마 윤동한 '개인 소유'
- Dart에 따르면 한국콜마그룹은 지난해  윤동환 전 회장이 2016년 7월 인수한 내츄럴스토리에 약 377억 원의 일감을 몰아줌 (내츄럴스토리의 지난해 매출이 409억)
- 내츄럴스토리의 최근 3개년 매출의 90% 이상이 한국콜마그룹에서 발생
- link: https://bit.ly/2P6m4dp



(CNC) 4분기 화장품 제조업 경기전망지수 83
- 2019년 화장품 제조업 경기전망지수: 2분기 135, 3분기 72, 4분기 83
- 4분기 화장품을 중심으로 한 생활용품의 수출산업경기전망지수(EBSI)는 122.0을 기록
- link: https://bit.ly/2o9f4BF



(아시아경제) CJ 수산 간편식 ‘비비고 생선요리’, 출시 100일만에 100만개 팔렸다 
- 100일간 누적 매출은 40억원으로, 월 평균으로 보면 13억원 가량 매출을 기록
- link: https://bit.ly/31Cf8rl



(뉴시스) 평년가격의 144% 급등 ‘金배추’...포장김치업계도 ‘비상’ 
- 도매시장에서 거래된 배추 상(上)품 kg당 2078원을 기록 중, 이는 전년 대비 190% 높은 가격 
- 이는 올해 9월 이후 ‘링링’과 ‘미탁’ 등 잇단 태풍과 가을 장마로 인해 생산량이 감소된 영향
- CJ제일제당의 경우 이미 일부 제품이 결품, 종가집은 수급안정을 위해 제한공급을 진행 중 
- link: https://bit.ly/33W0xsj






● 제약/바이오 서미화(02-3770-5595)
美 바이오젠, 알츠하이머 치료제 판매승인 요청...주가 35% 뛰어(뉴스핌)
- 미국 제약사 바이오젠이 일본 에자이와 공동 개발해온 알츠하이머 치료제 아두카누맙(aducanumab) 시험을 재개하고 미국 당국에 판매 승인을 요청할 것이라고 밝힘



삼성 시밀러 유럽매출 주춤...'베네팔리' 3분기 연속↓(데일리팜)
- 22일(현지시각) 바이오젠의 실적발표에 따르면 베네팔리와 플릭사비, 임랄디 3종은 3분기 유럽 매출 1억8360만달러(한화 약 2154억원) 달성
- 임랄디 발매 효과로 전년동기대비 매출이 36.2% 늘었지만, 전분기보다는 소폭(0.4%) 하락






● 티레이더 인포 링크 : www.myasset.com/tradarinfo
 ",2019-10-23
읽어 봄직한 IT기업 뉴스,"
오늘의 늬우스 (191022)☘️
[미래에셋대우 박원재, 차유미]



갤럭시 S10S·노트10 '초음파 지문인식' 오류…삼성 차기폰에도 불똥 튀나  <전자신문>
http://bit.ly/31CocMC



SK하이닉스 1z D램 개발… 내년부터 양산 <디지털타임스>
http://bit.ly/2oRMi96



“애플, 이달 중 에어팟 프로 출시 유력” <ZDnet>
http://bit.ly/2P8zSEy



인텔 10nm 공정 둘러싼 끊임없는 잡음, 왜? <ZDnet>
http://bit.ly/2Bsq7sJ



""스마트폰 화면크기 맘대로 조절""…삼성전자, 특허출원 <ZDnet>
http://bit.ly/2JaboXn



LG전자, 日서 하반기 전략폰 'G8X 씽큐' 12월 출시 <ZDnet>
http://bit.ly/2J9YUPG



샤오미 CEO ""내년 10개 이상 5G 폰 내놓을 것"" <ZDnet>
http://bit.ly/2BwrXZr



스마트폰 '노치 디자인' 사라지나... 삼성, 애플과 디자인 전쟁서 ‘주도권’<조선비즈>
http://bit.ly/2p0BG7K



An Apple device like nothing we’ve ever seen before is launching next year <BGR>
http://bit.ly/2o5JswJ



Highlights of the day: Notebook vendors seek new momentum <Digi Times>
http://bit.ly/2P5857F",2019-10-22
LG V50S 씽큐와 듀얼스크린 활용기!,"
 



 



 



 



 
https://funfunhan.com/2476660
 ",2019-10-21
LG V50S 씽큐 개봉기! 구성품 살펴보니?,"
 



 







 



 



 
https://funfunhan.com/2476659
 ",2019-10-17
"LG G8, V50 안드로이드 10 프리뷰 예정","
 



 
엠바고 때문에 기사가 삭제됐습니다.
 

LG전자는 이달 중 고객들이 안드로이드 10을 미리 경험해볼 수 있는 ‘LG OS 프리뷰 프로그램’을 시작한다. 이달 중 ▲G8 씽큐가 가장 먼저 업데이트를 받으며 내달에는 ▲V50 씽큐로 대상 기종을 확대한다.안드로이드 10은 ▲화면을 옆으로 밀거나 위로 올리는 동작만으로 홈 이동, 앱 전환 등이 가능한 ‘풀 제스쳐 네비게이션’ ▲눈의 피로도를 낮추고 배터리 사용량도 절약해주는 ‘다크 모드’ 등을 새롭게 적용했다. 또 고객이 개별 앱 사용권한을 다시 설정할 수 있도록 하는 등 보안성도 강화했다.아울러 LG전자는 최신 UI 업데이트도 함께 진행한다. 새 UI는 ▲메뉴 탭, 팝업 등을 화면 아래쪽에 배치한 ‘하단 조작구조’ ▲단순하고 직관적인 ‘카드타입 메뉴’ ▲사용자 조작에 따라 화면을 맞춤형으로 표시하는 ‘반응형 메뉴’ ▲각종 앱을 작은 화면으로 보여주는 ‘팝업 윈도우’ 등이 특징이다.LG전자는 지난 11일 국내 출시한 LG V50S 씽큐에 새 UI를 처음 적용한 바 있다. LG G8 씽큐와 LG V50 씽큐를 시작으로 기존 제품에도 순차 적용해 나갈 계획이다.‘LG OS 프리뷰 프로그램’은 LG 스마트폰이 기본 탑재하고 있는 ‘퀵 헬프’ 앱에 들어가 신청하면 된다. 업데이트는 ‘무선 소프트웨어 업데이트(OTA, Over the air)’ 방식으로 이뤄진다.
",2019-10-15
LG V50S 씽큐 카메라 사용기!,"
 



 







 



 



 
https://funfunhan.com/2476655
 ",2019-10-11
LG V50S 씽큐에 탑재된 Life's Good.flac,"
https://drive.google.com/open?id=1T_oIhpfAkUsOjZMGMkuMxELnwljwksS1
 
V50S 전시용 기기에서 다운받은 Life's Good.flac 음원입니다.",2019-10-05
LG V50S 씽큐와 듀얼스크린 사용기!,"






 







 



 



 ",2019-10-04
엘지는 라인업이 어떻게 되는건가요?,"
오랫만에 엘지폰 필요해서 보고 있는데
 
검색해봐도 어렵네요
 
v, 씽큐, s, G, 프로, Q, X...
 
대략 v 하고 G가 하이엔드 같긴한데 어느게 더 좋은건가요?
 
너무 어렵네요ㅡㅡ",2019-10-03
LG V50S 씽큐와 듀얼스크린 첫인상은?,"
 



 







 



 



 
https://funfunhan.com/2476628",2019-09-22
읽어 봄직한 IT기업 뉴스,"
오늘의 늬우스 (190920)☘️
[미래에셋대우 박원재]



LG전자, 애플 제치고 국내 2위 탈환... LG V50 씽큐 효과 <전자신문>
http://bit.ly/2kvClMk



유통점 “갤럭시노트10 5G 부족” vs 삼성전자 “채널별 불균형”  <전자신문>
http://bit.ly/2kv6z1Y



LG디스플레이 ""OLED TV로 중국 통일""  <전자신문>
http://bit.ly/2m4F5QU



46.6%...다시 독주하는 삼성 반도체  <디지털타임스>
http://bit.ly/2kVyJDj



낸드칩 오류에도 쌩쌩한 SSD...위기속 '초격차' 보여준 삼성  <디지털타임스>
http://bit.ly/2mkZIIN



LGD ""中 OLED TV 패널 시장 2년내 6~7배 확대 목표""  <ZDnet>
http://bit.ly/2kVzbS1



""구글 없는 화웨이 NO""…日 통신사 결국 외면  <ZDnet>
http://bit.ly/2mqRzCR



갤럭시폴드, 해외서 40만원 더 비싼 가격에도 '완판'  <ZDnet>
http://bit.ly/2mqRDCB



中 스마트폰 업계, 충전 성능 경쟁 치열  <ZDnet>
http://bit.ly/2kqA58V



TSMC·삼성전자, 파운드리 '초격차' 전쟁 가열  <조선비즈>
http://bit.ly/2m4qHbn



Huawei’s new flagship smartphone ships without Google apps <Ars Technica>
http://bit.ly/2mqSao4",2019-09-20
"""삼성폰, 2분기 국내 시장서 점유율 68%…LG폰은 17%""","
 

 



 
삼성전자는 4월 출시한 갤럭시 S10 5G 모델의 판매 호조로 시장 점유율을 68%까지 끌어올렸다. 뒤이어 LG전자는 5월에 출시한 V50 씽큐(ThinQ)가 좋은 반응을 얻으면서 애플을 밀어내고 2위 자리에 다시 올랐다.올해 2분기 동안 국내에서 판매된 상위 10개 스마트폰 중 7개는 삼성 모델이었다. 애플과 LG전자의 모델도 각각 2개, 1개씩 순위권에 들었다.가장 많이 팔린 모델은 삼성전자의 갤럭시 S10 5G, 2위는 LG전자의 V50 씽큐인 것으로 나타났다. 5G 스마트폰은 전체 판매량 중 32%에 달했다. 이 밖에 중가 스마트폰인 삼성 갤럭시 A30과 A9 프로 모델도 10위 안에 들었다.https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=003&aid=0009460772",2019-09-19
"윤동한 LG전자 상무 'V50S 씽큐, 고객 목소리 적극 반영…전작보다 흥행 기대'","
윤동한 LG전자 모바일커뮤니케이션(MC)사업본부 상품기획 담당 상무는 “V50S 씽큐는 고객 목소리를 적극 반영했다”면서 “전작인 V50보다 더 큰 호응을 얻을 것으로 기대한다”고 말했다.LG전자는 5일(현지시간) 독일 베를린 IFA 2019에서 기자간담회를 열고, LG V50S와 LG 듀얼 스크린을 공개했다.V50S는 국내에서 5G 스마트폰으로 출시된다. 늦어도 내달 출시한다는 게 회사 입장이다. 국내뿐 아니라 글로벌 시장에도 함께 선보인다. V50 시리즈 아이콘으로 떠오른 LG 듀얼 스크린은 기능성 면에서 전작 대비 크게 향상됐다.윤 상무는 기자회견 내내 '고객'을 언급하며 신작 개발 과정에서 소비자 의견이 반영됐음을 거듭 강조했다.
    



    
이 자리에서 윤 상무는 “소비자 조사를 통해 전작 LG 듀얼 스크린 단점을 조사한 결과 무겁고 외부 디스플레이가 없다는  점이 가장 큰 불편점으로 나타났다”면서 “신형 LG 듀얼 스크린에는 본체와 같은 6.4인치로 디스플레이 크기를 키워 몰입감을  높였고, 소비전력은 10% 개선했다. 전작에서 불편함으로 꼽혔던 외부 정보창 부재는 2.1인치 디스플레이로 해소했다”고 말했다.듀얼  스크린 가동 범위는 360도 프리스탑 힌지 기능으로 확대했다. 또 네이버, 엔비디아 등 유명 소프트웨어 기업과 협업, 듀얼  스크린 특화 콘텐츠를 개발한다. V50이 기대 이상 호응을 얻으면서 듀얼 스크린 폼팩터에 대한 자신감이 붙는 모습이다.윤 상무는 V50S 판매량 전망에 긍정적인 반응을 보였다. 전작인 V50 성적표를 뛰어넘을 것이란 기대감도 내비쳤다.그는 “소비자 목소리를 들으면서 (전작 대비) 제품 경쟁력을 많이 준비했기 때문에 좋은 결과 기대한다”면서 “참고로 V50은 이전에 출시했던 프리미엄 제품보다 성적이 훨씬 좋았다”고 설명했다.












http://www.etnews.com/20190907000004









 
듀얼 스크린 외부에 2.1인치 디스플레이 박았다네요..
참고로 전작이랑 호환안됨 ",2019-09-08
